6.76000000000E+02  2.06000000000E+02  -1.90000000000E+00  7.06690880088E+02  1.69477470055E+01  7.47336789561E-01  -6.91377226153E-01  3.27814795619E-01  -3.18046551005E-03  1.62902503519E-02  6.28314150749E+00  2.95793986040E-01
6.76000000000E+02  2.06000000000E+02  1.90000000000E+00  7.06690880088E+02  1.69477470055E+01  7.81432247536E-01  -6.63269125363E-01  -3.53470575628E-01  -3.13281949193E-03  1.62902503519E-02  4.37996944813E-05  2.95793986040E-01
6.77000000000E+02  2.03000000000E+02  -2.10000000000E+00  7.06780022355E+02  1.66914795262E+01  1.72271661024E+00  -1.78857734162E+00  8.96953674504E-01  -7.63223702209E-03  1.62881696035E-02  6.28313690928E+00  2.91321274761E-01
6.77000000000E+02  2.03000000000E+02  2.10000000000E+00  7.06780022355E+02  1.66914795262E+01  1.77035368800E+00  -1.75000458767E+00  -8.90156827816E-01  -7.54093958556E-03  1.62881696035E-02  4.83978997456E-05  2.91321274761E-01
6.77000000000E+02  2.09000000000E+02  -4.10000000000E+00  7.08526640290E+02  1.71562375159E+01  1.85908202371E-01  -2.75273260898E-01  3.23138400814E-01  -1.41358425153E-03  1.62476145413E-02  6.28309128369E+00  2.99432831906E-01
6.77000000000E+02  2.09000000000E+02  4.10000000000E+00  7.08526640290E+02  1.71562375159E+01  1.84358227851E-01  -2.72182721456E-01  -3.23483704745E-01  -1.39834052400E-03  1.62476145413E-02  9.40234944896E-05  2.99432831906E-01
6.78000000000E+02  2.00000000000E+02  -2.30000000000E+00  7.06883300128E+02  1.64352818056E+01  3.97043639766E+00  -4.45975554881E+00  2.41075505341E+00  -1.86982670995E-02  1.62857611058E-02  6.28313231554E+00  2.86849781002E-01
6.78000000000E+02  2.00000000000E+02  2.30000000000E+00  7.06883300128E+02  1.64352818056E+01  4.03515206895E+00  -4.43791630632E+00  -2.35326815701E+00  -1.86217169585E-02  1.62857611058E-02  5.29916414052E-05  2.86849781002E-01
6.79000000000E+02  2.05000000000E+02  -4.50000000000E+00  7.09271457201E+02  1.67998309144E+01  5.31523530824E-01  -9.94174380928E-01  1.46971952298E+00  -3.96542592253E-03  1.62304420685E-02  6.28308232800E+00  2.93212363235E-01
6.79000000000E+02  2.05000000000E+02  4.50000000000E+00  7.09271457201E+02  1.67998309144E+01  5.37670659673E-01  -9.82488913296E-01  -1.51908603235E+00  -3.94206236586E-03  1.62304420685E-02  1.02979184336E-04  2.93212363235E-01
6.80000000000E+02  1.91000000000E+02  -3.00000000000E-01  7.06315085497E+02  1.56891154380E+01  5.82909614494E+01  -6.13565518878E+01  4.73164934948E+00  -2.67164257704E-01  1.62990328443E-02  6.28317838403E+00  2.73826721119E-01
6.80000000000E+02  1.91000000000E+02  3.00000000000E-01  7.06315085497E+02  1.56891154380E+01  5.94606699684E+01  -6.08936561237E+01  -4.09201791696E+00  -2.67153731081E-01  1.62990328443E-02  6.92315151609E-06  2.73826721119E-01
6.80000000000E+02  1.95000000000E+02  -3.10000000000E+00  7.07407237735E+02  1.60010228538E+01  1.44186947510E+01  -1.96170474074E+01  1.49569722125E+01  -8.04051875640E-02  1.62735583633E-02  6.28311399004E+00  2.79270532486E-01
6.80000000000E+02  1.95000000000E+02  3.10000000000E+00  7.07407237735E+02  1.60010228538E+01  1.45642727922E+01  -1.95629552341E+01  -1.47004292739E+01  -8.02124772939E-02  1.62735583633E-02  7.13171352911E-05  2.79270532486E-01
6.80000000000E+02  1.98000000000E+02  -3.90000000000E+00  7.08240072292E+02  1.62343170880E+01  4.93133898333E+00  -8.11817811264E+00  8.71232087398E+00  -3.21663218027E-02  1.62542403488E-02  6.28309579752E+00  2.83342284999E-01
6.80000000000E+02  1.98000000000E+02  3.90000000000E+00  7.08240072292E+02  1.62343170880E+01  4.96188493779E+00  -8.11550629086E+00  -8.68282491161E+00  -3.21381633370E-02  1.62542403488E-02  8.95096610687E-05  2.83342284999E-01
6.80000000000E+02  1.99000000000E+02  -4.10000000000E+00  7.08520289053E+02  1.63119594773E+01  3.48419382151E+00  -6.02493883006E+00  7.00640921217E+00  -2.36619572323E-02  1.62477601830E-02  6.28309128200E+00  2.84697400331E-01
6.80000000000E+02  1.99000000000E+02  4.10000000000E+00  7.08520289053E+02  1.63119594773E+01  3.50402085360E+00  -6.01238630699E+00  -7.00836057097E+00  -2.36032412062E-02  1.62477601830E-02  9.40251802213E-05  2.84697400331E-01
6.82000000000E+02  1.84000000000E+02  -9.00000000000E-01  7.06385164057E+02  1.50986121207E+01  4.20637224419E+02  -4.67794702010E+02  9.22384725633E+01  -2.01016863222E+00  1.62973922715E-02  6.28316454188E+00  2.63520493988E-01
6.82000000000E+02  1.84000000000E+02  9.00000000000E-01  7.06385164057E+02  1.50986121207E+01  4.24960546794E+02  -4.66167599076E+02  -8.86636793545E+01  -2.01062176281E+00  1.62973922715E-02  2.07653035493E-05  2.63520493988E-01
6.82000000000E+02  1.91000000000E+02  -3.90000000000E+00  7.08240778267E+02  1.56453625599E+01  3.61902952578E+01  -6.17550417392E+01  6.62926238560E+01  -2.46345910726E-01  1.62542241469E-02  6.28309579770E+00  2.73063089338E-01
6.82000000000E+02  1.91000000000E+02  3.90000000000E+00  7.08240778267E+02  1.56453625599E+01  3.62433541622E+01  -6.19313164713E+01  -6.61756378971E+01  -2.46795325756E-01  1.62542241469E-02  8.95094826158E-05  2.73063089338E-01
6.84000000000E+02  1.78000000000E+02  -2.10000000000E+00  7.06781437221E+02  1.45867693620E+01  1.96419508419E+03  -2.76635012028E+03  1.30015219142E+03  -1.11914824693E+01  1.62881369962E-02  6.28313690947E+00  2.54587152596E-01
6.84000000000E+02  1.78000000000E+02  2.10000000000E+00  7.06781437221E+02  1.45867693620E+01  1.96194337270E+03  -2.76793071462E+03  -1.27156969964E+03  -1.11787190542E+01  1.62881369962E-02  4.83977059646E-05  2.54587152596E-01
6.85000000000E+02  1.79000000000E+02  -3.70000000000E+00  7.08001412428E+02  1.46447060900E+01  1.09215739587E+03  -1.95004216974E+03  1.90471483269E+03  -7.74537670067E+00  1.62597687008E-02  6.28310033024E+00  2.55598339257E-01
6.85000000000E+02  1.79000000000E+02  3.70000000000E+00  7.08001412428E+02  1.46447060900E+01  1.07666077483E+03  -1.95355700393E+03  -1.89813120958E+03  -7.74568178555E+00  1.62597687008E-02  8.49769423415E-05  2.55598339257E-01
